business_name,project_name,project_category,current_stage,milestone_stage,milestone_name,milestone_prefix,target_date,completed_date,days_to_target,notes,is_completed,has_target,on_time,is_late
ClubWise,Upskill R&D to achieve optimized AI use,L2.  Sophisticated AI tooling for development/operations but generally limited to a single department or workflow,Live,Live,General Release Available,live_general_release_available,2025-10-01,2025-10-01,OK,,True,True,True,False
ClubWise,Upskill R&D to achieve optimized AI use,L2.  Sophisticated AI tooling for development/operations but generally limited to a single department or workflow,Live,Live,Success Metrics Tracking,live_success_metrics_tracking,2025-10-01,2025-10-01,OK,,True,True,True,False
ClubWise,Upskill R&D to achieve optimized AI use,L2.  Sophisticated AI tooling for development/operations but generally limited to a single department or workflow,Live,Live,Feedback Loop Continuing,live_feedback_loop_continuing,2025-12-31,,Incomplete,,False,True,False,False
ClubWise,Accelerate Creation of Knowledge Base Articles for Customer Success / Support using AI,L1. Using external AI tools for basic internal productivity,Live,Idea,Project Defined,idea_project_defined,2025-04-01,2025-04-01,OK,,True,True,True,False
ClubWise,Accelerate Creation of Knowledge Base Articles for Customer Success / Support using AI,L1. Using external AI tools for basic internal productivity,Live,Idea,Business Case Approved,idea_business_case_approved,2025-04-01,2025-04-01,OK,,True,True,True,False
ClubWise,Accelerate Creation of Knowledge Base Articles for Customer Success / Support using AI,L1. Using external AI tools for basic internal productivity,Live,Idea,Resources Allocated,idea_resources_allocated,2025-04-01,2025-04-01,OK,,True,True,True,False
ClubWise,Accelerate Creation of Knowledge Base Articles for Customer Success / Support using AI,L1. Using external AI tools for basic internal productivity,Live,Develop,Technical POC Validated,develop_technical_poc_validated,2025-05-01,2025-05-01,OK,,True,True,True,False
ClubWise,Accelerate Creation of Knowledge Base Articles for Customer Success / Support using AI,L1. Using external AI tools for basic internal productivity,Live,Develop,Dev Roadmap Documented,develop_dev_roadmap_documented,2025-05-01,2025-05-01,OK,,True,True,True,False
ClubWise,Accelerate Creation of Knowledge Base Articles for Customer Success / Support using AI,L1. Using external AI tools for basic internal productivity,Live,Develop,Coding Started,develop_coding_started,2025-06-01,2025-06-01,OK,,True,True,True,False
ClubWise,Accelerate Creation of Knowledge Base Articles for Customer Success / Support using AI,L1. Using external AI tools for basic internal productivity,Live,Pilot,Deployment to Beta,pilot_deployment_to_beta,2025-07-01,2025-07-01,OK,,True,True,True,False
ClubWise,Accelerate Creation of Knowledge Base Articles for Customer Success / Support using AI,L1. Using external AI tools for basic internal productivity,Live,Pilot,Initial Metrics/Feedback,pilot_initial_metrics_feedback,2025-09-01,2025-09-01,OK,,True,True,True,False
ClubWise,Accelerate Creation of Knowledge Base Articles for Customer Success / Support using AI,L1. Using external AI tools for basic internal productivity,Live,Pilot,Feedback Affecting Code,pilot_feedback_affecting_code,2025-09-15,2025-09-15,OK,,True,True,True,False
ClubWise,Accelerate Creation of Knowledge Base Articles for Customer Success / Support using AI,L1. Using external AI tools for basic internal productivity,Live,Live,General Release Available,live_general_release_available,2025-10-01,2025-10-01,OK,,True,True,True,False
ClubWise,Accelerate Creation of Knowledge Base Articles for Customer Success / Support using AI,L1. Using external AI tools for basic internal productivity,Live,Live,Success Metrics Tracking,live_success_metrics_tracking,2025-10-01,2025-10-01,OK,,True,True,True,False
ClubWise,Accelerate Creation of Knowledge Base Articles for Customer Success / Support using AI,L1. Using external AI tools for basic internal productivity,Live,Live,Feedback Loop Continuing,live_feedback_loop_continuing,2025-11-01,,Incomplete,,False,True,False,False
ClubWise,Day Zero Sale - Joiners Dashboard,L4.  Using AI to enhance existing customer-facing products,Pilot,Idea,Project Defined,idea_project_defined,2025-06-01,2025-06-01,OK,,True,True,True,False
ClubWise,Day Zero Sale - Joiners Dashboard,L4.  Using AI to enhance existing customer-facing products,Pilot,Idea,Business Case Approved,idea_business_case_approved,2025-06-08,2025-06-08,OK,,True,True,True,False
ClubWise,Day Zero Sale - Joiners Dashboard,L4.  Using AI to enhance existing customer-facing products,Pilot,Idea,Resources Allocated,idea_resources_allocated,2025-06-08,2025-06-08,OK,,True,True,True,False
ClubWise,Day Zero Sale - Joiners Dashboard,L4.  Using AI to enhance existing customer-facing products,Pilot,Develop,Technical POC Validated,develop_technical_poc_validated,2025-06-15,2025-06-15,OK,,True,True,True,False
ClubWise,Day Zero Sale - Joiners Dashboard,L4.  Using AI to enhance existing customer-facing products,Pilot,Develop,Dev Roadmap Documented,develop_dev_roadmap_documented,2025-06-15,2025-06-15,OK,,True,True,True,False
ClubWise,Day Zero Sale - Joiners Dashboard,L4.  Using AI to enhance existing customer-facing products,Pilot,Develop,Coding Started,develop_coding_started,2025-06-15,2025-06-15,OK,,True,True,True,False
ClubWise,Day Zero Sale - Joiners Dashboard,L4.  Using AI to enhance existing customer-facing products,Pilot,Pilot,Deployment to Beta,pilot_deployment_to_beta,2025-08-12,2025-08-12,OK,,True,True,True,False
ClubWise,Day Zero Sale - Joiners Dashboard,L4.  Using AI to enhance existing customer-facing products,Pilot,Pilot,Initial Metrics/Feedback,pilot_initial_metrics_feedback,2025-08-19,2025-08-19,OK,,True,True,True,False
ClubWise,Day Zero Sale - Joiners Dashboard,L4.  Using AI to enhance existing customer-facing products,Pilot,Pilot,Feedback Affecting Code,pilot_feedback_affecting_code,2025-08-26,2025-08-26,OK,,True,True,True,False
ClubWise,Day Zero Sale - Joiners Dashboard,L4.  Using AI to enhance existing customer-facing products,Pilot,Live,General Release Available,live_general_release_available,2026-01-13,,Incomplete,,False,True,False,False
ClubWise,Day Zero Sale - Joiners Dashboard,L4.  Using AI to enhance existing customer-facing products,Pilot,Live,Success Metrics Tracking,live_success_metrics_tracking,2026-01-20,,Incomplete,,False,True,False,False
ClubWise,Day Zero Sale - Joiners Dashboard,L4.  Using AI to enhance existing customer-facing products,Pilot,Live,Feedback Loop Continuing,live_feedback_loop_continuing,2026-02-20,,Incomplete,,False,True,False,False
ClubWise,Insights Plus Module,L5.  Entirely new product capabilities powered by AI,Idea,Idea,Project Defined,idea_project_defined,2025-09-01,2025-09-01,OK,,True,True,True,False
ClubWise,Insights Plus Module,L5.  Entirely new product capabilities powered by AI,Idea,Idea,Business Case Approved,idea_business_case_approved,2025-09-01,2025-09-01,OK,,True,True,True,False
ClubWise,Insights Plus Module,L5.  Entirely new product capabilities powered by AI,Idea,Idea,Resources Allocated,idea_resources_allocated,2025-10-01,2025-10-01,OK,,True,True,True,False
ClubWise,Insights Plus Module,L5.  Entirely new product capabilities powered by AI,Idea,Develop,Technical POC Validated,develop_technical_poc_validated,2025-10-27,,4 Day(s) Overdue,,False,True,False,False
ClubWise,Insights Plus Module,L5.  Entirely new product capabilities powered by AI,Idea,Develop,Dev Roadmap Documented,develop_dev_roadmap_documented,2025-11-04,,Incomplete,,False,True,False,False
ClubWise,Insights Plus Module,L5.  Entirely new product capabilities powered by AI,Idea,Develop,Coding Started,develop_coding_started,2026-02-01,,Incomplete,,False,True,False,False
ClubWise,Insights Plus Module,L5.  Entirely new product capabilities powered by AI,Idea,Pilot,Deployment to Beta,pilot_deployment_to_beta,2026-05-31,,Incomplete,,False,True,False,False
ClubWise,Insights Plus Module,L5.  Entirely new product capabilities powered by AI,Idea,Pilot,Initial Metrics/Feedback,pilot_initial_metrics_feedback,2026-06-07,,Incomplete,,False,True,False,False
ClubWise,Insights Plus Module,L5.  Entirely new product capabilities powered by AI,Idea,Pilot,Feedback Affecting Code,pilot_feedback_affecting_code,2026-06-13,,Incomplete,,False,True,False,False
ClubWise,Insights Plus Module,L5.  Entirely new product capabilities powered by AI,Idea,Live,General Release Available,live_general_release_available,2026-08-01,,Incomplete,,False,True,False,False
ClubWise,Insights Plus Module,L5.  Entirely new product capabilities powered by AI,Idea,Live,Success Metrics Tracking,live_success_metrics_tracking,2026-08-08,,Incomplete,,False,True,False,False
ClubWise,Insights Plus Module,L5.  Entirely new product capabilities powered by AI,Idea,Live,Feedback Loop Continuing,live_feedback_loop_continuing,2026-08-15,,Incomplete,,False,True,False,False
ClubWise,AI Support Agent,L3.  AI-powered internal business process improvements,Idea,Idea,Project Defined,idea_project_defined,2025-09-24,2025-09-24,OK,,True,True,True,False
ClubWise,AI Support Agent,L3.  AI-powered internal business process improvements,Idea,Idea,Business Case Approved,idea_business_case_approved,2025-11-17,,Incomplete,,False,True,False,False
ClubWise,AI Support Agent,L3.  AI-powered internal business process improvements,Idea,Idea,Resources Allocated,idea_resources_allocated,2025-11-18,,Incomplete,,False,True,False,False
ClubWise,AI Support Agent,L3.  AI-powered internal business process improvements,Idea,Develop,Technical POC Validated,develop_technical_poc_validated,2025-11-24,,Incomplete,,False,True,False,False
ClubWise,AI Support Agent,L3.  AI-powered internal business process improvements,Idea,Develop,Dev Roadmap Documented,develop_dev_roadmap_documented,2025-11-25,,Incomplete,,False,True,False,False
ClubWise,AI Support Agent,L3.  AI-powered internal business process improvements,Idea,Develop,Coding Started,develop_coding_started,2025-12-01,,Incomplete,,False,True,False,False
ClubWise,AI Support Agent,L3.  AI-powered internal business process improvements,Idea,Pilot,Deployment to Beta,pilot_deployment_to_beta,2025-12-15,,Incomplete,,False,True,False,False
ClubWise,AI Support Agent,L3.  AI-powered internal business process improvements,Idea,Pilot,Initial Metrics/Feedback,pilot_initial_metrics_feedback,2025-12-15,,Incomplete,,False,True,False,False
ClubWise,AI Support Agent,L3.  AI-powered internal business process improvements,Idea,Pilot,Feedback Affecting Code,pilot_feedback_affecting_code,2026-01-01,,Incomplete,,False,True,False,False
ClubWise,AI Support Agent,L3.  AI-powered internal business process improvements,Idea,Live,General Release Available,live_general_release_available,2026-01-15,,Incomplete,,False,True,False,False
ClubWise,AI Support Agent,L3.  AI-powered internal business process improvements,Idea,Live,Success Metrics Tracking,live_success_metrics_tracking,2026-01-15,,Incomplete,,False,True,False,False
ClubWise,AI Support Agent,L3.  AI-powered internal business process improvements,Idea,Live,Feedback Loop Continuing,live_feedback_loop_continuing,2026-01-15,,Incomplete,,False,True,False,False
ClubWise,Data migration process improvements,L3.  AI-powered internal business process improvements,Idea,Idea,Project Defined,idea_project_defined,2025-09-01,2025-09-01,OK,,True,True,True,False
ClubWise,Data migration process improvements,L3.  AI-powered internal business process improvements,Idea,Idea,Business Case Approved,idea_business_case_approved,2025-09-01,2025-09-01,OK,,True,True,True,False
ClubWise,Data migration process improvements,L3.  AI-powered internal business process improvements,Idea,Idea,Resources Allocated,idea_resources_allocated,2025-09-01,2025-09-01,OK,,True,True,True,False
ClubWise,Data migration process improvements,L3.  AI-powered internal business process improvements,Idea,Develop,Technical POC Validated,develop_technical_poc_validated,2025-10-01,2025-10-01,OK,,True,True,True,False
ClubWise,Data migration process improvements,L3.  AI-powered internal business process improvements,Idea,Develop,Dev Roadmap Documented,develop_dev_roadmap_documented,2025-10-01,2025-10-01,OK,,True,True,True,False
ClubWise,Data migration process improvements,L3.  AI-powered internal business process improvements,Idea,Develop,Coding Started,develop_coding_started,2025-11-07,,Incomplete,,False,True,False,False
ClubWise,Data migration process improvements,L3.  AI-powered internal business process improvements,Idea,Pilot,Deployment to Beta,pilot_deployment_to_beta,2025-12-01,,Incomplete,,False,True,False,False
ClubWise,Data migration process improvements,L3.  AI-powered internal business process improvements,Idea,Pilot,Initial Metrics/Feedback,pilot_initial_metrics_feedback,2025-12-07,,Incomplete,,False,True,False,False
ClubWise,Data migration process improvements,L3.  AI-powered internal business process improvements,Idea,Pilot,Feedback Affecting Code,pilot_feedback_affecting_code,2025-12-07,,Incomplete,,False,True,False,False
ClubWise,Data migration process improvements,L3.  AI-powered internal business process improvements,Idea,Live,General Release Available,live_general_release_available,2025-12-14,,Incomplete,,False,True,False,False
ClubWise,Data migration process improvements,L3.  AI-powered internal business process improvements,Idea,Live,Success Metrics Tracking,live_success_metrics_tracking,2025-12-14,,Incomplete,,False,True,False,False
ClubWise,Data migration process improvements,L3.  AI-powered internal business process improvements,Idea,Live,Feedback Loop Continuing,live_feedback_loop_continuing,2026-01-05,,Incomplete,,False,True,False,False
Jonas Fitness Inc,Claude Code Internal to all developers,L3.  AI-powered internal business process improvements,Live,Idea,Project Defined,idea_project_defined,2025-09-15,2025-09-15,OK,,True,True,True,False
Jonas Fitness Inc,Claude Code Internal to all developers,L3.  AI-powered internal business process improvements,Live,Idea,Business Case Approved,idea_business_case_approved,2025-09-15,2025-09-15,OK,,True,True,True,False
Jonas Fitness Inc,Claude Code Internal to all developers,L3.  AI-powered internal business process improvements,Live,Idea,Resources Allocated,idea_resources_allocated,2025-09-15,2025-09-15,OK,,True,True,True,False
Jonas Fitness Inc,Claude Code Internal to all developers,L3.  AI-powered internal business process improvements,Live,Develop,Technical POC Validated,develop_technical_poc_validated,2025-09-20,2025-09-20,OK,,True,True,True,False
Jonas Fitness Inc,Claude Code Internal to all developers,L3.  AI-powered internal business process improvements,Live,Develop,Dev Roadmap Documented,develop_dev_roadmap_documented,2025-09-20,2025-09-20,OK,,True,True,True,False
Jonas Fitness Inc,Claude Code Internal to all developers,L3.  AI-powered internal business process improvements,Live,Develop,Coding Started,develop_coding_started,2025-09-20,2025-09-20,OK,,True,True,True,False
Jonas Fitness Inc,Claude Code Internal to all developers,L3.  AI-powered internal business process improvements,Live,Pilot,Deployment to Beta,pilot_deployment_to_beta,2025-09-30,2025-09-30,OK,,True,True,True,False
Jonas Fitness Inc,Claude Code Internal to all developers,L3.  AI-powered internal business process improvements,Live,Pilot,Initial Metrics/Feedback,pilot_initial_metrics_feedback,2025-09-30,2025-09-30,OK,,True,True,True,False
Jonas Fitness Inc,Claude Code Internal to all developers,L3.  AI-powered internal business process improvements,Live,Pilot,Feedback Affecting Code,pilot_feedback_affecting_code,2025-09-30,2025-09-30,OK,,True,True,True,False
Jonas Fitness Inc,Claude Code Internal to all developers,L3.  AI-powered internal business process improvements,Live,Live,General Release Available,live_general_release_available,2025-10-01,2025-10-01,OK,,True,True,True,False
Jonas Fitness Inc,Claude Code Internal to all developers,L3.  AI-powered internal business process improvements,Live,Live,Success Metrics Tracking,live_success_metrics_tracking,2025-10-01,2025-10-01,OK,,True,True,True,False
Jonas Fitness Inc,Claude Code Internal to all developers,L3.  AI-powered internal business process improvements,Live,Live,Feedback Loop Continuing,live_feedback_loop_continuing,2025-10-01,2025-10-01,OK,,True,True,True,False
Jonas Fitness Inc,Sales Team Enterprise ChatGPT,L1. Using external AI tools for basic internal productivity,Live,Idea,Project Defined,idea_project_defined,2025-08-01,2025-08-01,OK,,True,True,True,False
Jonas Fitness Inc,Sales Team Enterprise ChatGPT,L1. Using external AI tools for basic internal productivity,Live,Idea,Business Case Approved,idea_business_case_approved,2025-08-01,2025-08-01,OK,,True,True,True,False
Jonas Fitness Inc,Sales Team Enterprise ChatGPT,L1. Using external AI tools for basic internal productivity,Live,Idea,Resources Allocated,idea_resources_allocated,2025-08-01,2025-08-01,OK,,True,True,True,False
Jonas Fitness Inc,Sales Team Enterprise ChatGPT,L1. Using external AI tools for basic internal productivity,Live,Develop,Technical POC Validated,develop_technical_poc_validated,2025-08-02,2025-08-02,OK,,True,True,True,False
Jonas Fitness Inc,Sales Team Enterprise ChatGPT,L1. Using external AI tools for basic internal productivity,Live,Develop,Dev Roadmap Documented,develop_dev_roadmap_documented,2025-08-03,2025-08-03,OK,,True,True,True,False
Jonas Fitness Inc,Sales Team Enterprise ChatGPT,L1. Using external AI tools for basic internal productivity,Live,Develop,Coding Started,develop_coding_started,2025-08-04,2025-08-04,OK,,True,True,True,False
Jonas Fitness Inc,Sales Team Enterprise ChatGPT,L1. Using external AI tools for basic internal productivity,Live,Pilot,Deployment to Beta,pilot_deployment_to_beta,2025-09-01,2025-09-01,OK,,True,True,True,False
Jonas Fitness Inc,Sales Team Enterprise ChatGPT,L1. Using external AI tools for basic internal productivity,Live,Pilot,Initial Metrics/Feedback,pilot_initial_metrics_feedback,2025-09-01,2025-09-01,OK,,True,True,True,False
Jonas Fitness Inc,Sales Team Enterprise ChatGPT,L1. Using external AI tools for basic internal productivity,Live,Pilot,Feedback Affecting Code,pilot_feedback_affecting_code,2025-09-01,2025-09-01,OK,,True,True,True,False
Jonas Fitness Inc,Sales Team Enterprise ChatGPT,L1. Using external AI tools for basic internal productivity,Live,Live,General Release Available,live_general_release_available,2025-10-01,2025-10-01,OK,,True,True,True,False
Jonas Fitness Inc,Sales Team Enterprise ChatGPT,L1. Using external AI tools for basic internal productivity,Live,Live,Success Metrics Tracking,live_success_metrics_tracking,2025-11-01,,Incomplete,,False,True,False,False
Jonas Fitness Inc,Sales Team Enterprise ChatGPT,L1. Using external AI tools for basic internal productivity,Live,Live,Feedback Loop Continuing,live_feedback_loop_continuing,2025-12-01,,Incomplete,,False,True,False,False
Jonas Fitness Inc,Operations/Maintenance Enterprise ChatGPT,L1. Using external AI tools for basic internal productivity,Live,Idea,Project Defined,idea_project_defined,2025-08-01,2025-08-01,OK,,True,True,True,False
Jonas Fitness Inc,Operations/Maintenance Enterprise ChatGPT,L1. Using external AI tools for basic internal productivity,Live,Idea,Business Case Approved,idea_business_case_approved,2025-08-01,2025-08-01,OK,,True,True,True,False
Jonas Fitness Inc,Operations/Maintenance Enterprise ChatGPT,L1. Using external AI tools for basic internal productivity,Live,Idea,Resources Allocated,idea_resources_allocated,2025-08-01,2025-08-01,OK,,True,True,True,False
Jonas Fitness Inc,Operations/Maintenance Enterprise ChatGPT,L1. Using external AI tools for basic internal productivity,Live,Develop,Technical POC Validated,develop_technical_poc_validated,2025-08-01,2025-08-01,OK,,True,True,True,False
Jonas Fitness Inc,Operations/Maintenance Enterprise ChatGPT,L1. Using external AI tools for basic internal productivity,Live,Develop,Dev Roadmap Documented,develop_dev_roadmap_documented,2025-08-01,2025-08-01,OK,,True,True,True,False
Jonas Fitness Inc,Operations/Maintenance Enterprise ChatGPT,L1. Using external AI tools for basic internal productivity,Live,Develop,Coding Started,develop_coding_started,2025-08-01,2025-08-01,OK,,True,True,True,False
Jonas Fitness Inc,Operations/Maintenance Enterprise ChatGPT,L1. Using external AI tools for basic internal productivity,Live,Pilot,Deployment to Beta,pilot_deployment_to_beta,2025-09-01,2025-09-01,OK,,True,True,True,False
Jonas Fitness Inc,Operations/Maintenance Enterprise ChatGPT,L1. Using external AI tools for basic internal productivity,Live,Pilot,Initial Metrics/Feedback,pilot_initial_metrics_feedback,2025-09-01,2025-09-01,OK,,True,True,True,False
Jonas Fitness Inc,Operations/Maintenance Enterprise ChatGPT,L1. Using external AI tools for basic internal productivity,Live,Pilot,Feedback Affecting Code,pilot_feedback_affecting_code,2025-09-01,2025-09-01,OK,,True,True,True,False
Jonas Fitness Inc,Operations/Maintenance Enterprise ChatGPT,L1. Using external AI tools for basic internal productivity,Live,Live,General Release Available,live_general_release_available,2025-10-01,2025-10-01,OK,,True,True,True,False
Jonas Fitness Inc,Operations/Maintenance Enterprise ChatGPT,L1. Using external AI tools for basic internal productivity,Live,Live,Success Metrics Tracking,live_success_metrics_tracking,2025-11-01,,Incomplete,,False,True,False,False
Jonas Fitness Inc,Operations/Maintenance Enterprise ChatGPT,L1. Using external AI tools for basic internal productivity,Live,Live,Feedback Loop Continuing,live_feedback_loop_continuing,2025-12-31,,Incomplete,,False,True,False,False
Jonas Fitness Inc,IRIS Chat Bot,L5.  Entirely new product capabilities powered by AI,Pilot,Idea,Project Defined,idea_project_defined,2023-01-15,2023-01-15,OK,,True,True,True,False
Jonas Fitness Inc,IRIS Chat Bot,L5.  Entirely new product capabilities powered by AI,Pilot,Idea,Business Case Approved,idea_business_case_approved,2023-01-15,2023-01-15,OK,,True,True,True,False
Jonas Fitness Inc,IRIS Chat Bot,L5.  Entirely new product capabilities powered by AI,Pilot,Idea,Resources Allocated,idea_resources_allocated,2023-01-15,2023-01-15,OK,,True,True,True,False
Jonas Fitness Inc,IRIS Chat Bot,L5.  Entirely new product capabilities powered by AI,Pilot,Develop,Technical POC Validated,develop_technical_poc_validated,2023-02-15,2023-02-15,OK,,True,True,True,False
Jonas Fitness Inc,IRIS Chat Bot,L5.  Entirely new product capabilities powered by AI,Pilot,Develop,Dev Roadmap Documented,develop_dev_roadmap_documented,2023-02-15,2023-02-15,OK,,True,True,True,False
Jonas Fitness Inc,IRIS Chat Bot,L5.  Entirely new product capabilities powered by AI,Pilot,Develop,Coding Started,develop_coding_started,2023-02-15,2023-02-15,OK,,True,True,True,False
Jonas Fitness Inc,IRIS Chat Bot,L5.  Entirely new product capabilities powered by AI,Pilot,Pilot,Deployment to Beta,pilot_deployment_to_beta,2024-03-01,2024-03-01,OK,,True,True,True,False
Jonas Fitness Inc,IRIS Chat Bot,L5.  Entirely new product capabilities powered by AI,Pilot,Pilot,Initial Metrics/Feedback,pilot_initial_metrics_feedback,2024-12-01,2024-12-01,OK,,True,True,True,False
Jonas Fitness Inc,IRIS Chat Bot,L5.  Entirely new product capabilities powered by AI,Pilot,Pilot,Feedback Affecting Code,pilot_feedback_affecting_code,2024-12-01,2024-12-01,OK,,True,True,True,False
Jonas Fitness Inc,IRIS Chat Bot,L5.  Entirely new product capabilities powered by AI,Pilot,Live,General Release Available,live_general_release_available,2025-12-31,,Incomplete,,False,True,False,False
Jonas Fitness Inc,IRIS Chat Bot,L5.  Entirely new product capabilities powered by AI,Pilot,Live,Success Metrics Tracking,live_success_metrics_tracking,2025-12-31,,Incomplete,,False,True,False,False
Jonas Fitness Inc,IRIS Chat Bot,L5.  Entirely new product capabilities powered by AI,Pilot,Live,Feedback Loop Continuing,live_feedback_loop_continuing,2025-12-31,,Incomplete,,False,True,False,False
Jonas Fitness Inc,"IRIS 2.0, IRIS with Voice",L3.  AI-powered internal business process improvements,Idea,Idea,Project Defined,idea_project_defined,2025-08-01,2025-08-01,OK,,True,True,True,False
Jonas Fitness Inc,"IRIS 2.0, IRIS with Voice",L3.  AI-powered internal business process improvements,Idea,Idea,Business Case Approved,idea_business_case_approved,2025-08-01,2025-08-01,OK,,True,True,True,False
Jonas Fitness Inc,"IRIS 2.0, IRIS with Voice",L3.  AI-powered internal business process improvements,Idea,Idea,Resources Allocated,idea_resources_allocated,2025-09-01,2025-09-01,OK,,True,True,True,False
Jonas Fitness Inc,"IRIS 2.0, IRIS with Voice",L3.  AI-powered internal business process improvements,Idea,Develop,Technical POC Validated,develop_technical_poc_validated,2025-10-01,2025-10-01,OK,,True,True,True,False
Jonas Fitness Inc,"IRIS 2.0, IRIS with Voice",L3.  AI-powered internal business process improvements,Idea,Develop,Dev Roadmap Documented,develop_dev_roadmap_documented,,,Missing Target,,False,False,False,False
Jonas Fitness Inc,"IRIS 2.0, IRIS with Voice",L3.  AI-powered internal business process improvements,Idea,Develop,Coding Started,develop_coding_started,,,Missing Target,,False,False,False,False
Jonas Fitness Inc,"IRIS 2.0, IRIS with Voice",L3.  AI-powered internal business process improvements,Idea,Pilot,Deployment to Beta,pilot_deployment_to_beta,,,Missing Target,,False,False,False,False
Jonas Fitness Inc,"IRIS 2.0, IRIS with Voice",L3.  AI-powered internal business process improvements,Idea,Pilot,Initial Metrics/Feedback,pilot_initial_metrics_feedback,,,Missing Target,,False,False,False,False
